index,weighted_TFIDF_scores
118,0.24866912749479303
119,0.17313722384652777
120,0
121,0.23777456185994833
122,0.15379036388642153
123,0.3053139428973875
124,0.1803462248804528
125,0.28504215584207043
126,0.13768985494066116
127,0.09671073144641676
128,0
129,0.19004815875101705
130,0.147036181381646
131,0.12973780710145236
132,0.15406278393123232
133,0.22256716278079475
134,0.2823471090156134
135,0.38684292578566704
136,0.28504215584207043
137,0.3458341290693422
138,0.15837346562584753
139,0.12002953582175184
140,0.18400611680180876
141,0.11689529991092275
142,0.2447008278135316
143,0.6131095427546421
144,0.15045479234455517
145,0.16578982533671444
146,0.10283166381644314
147,0.2375601984387713
148,0.13275422853931337
149,0.3834589210520904
150,0.19342146289283352
151,0.18363038892813552
152,0.1534290588330219
153,0.10415001848075651
154,0.49572814978289054
155,0.1913652285434912
156,0.23893239533820612
157,0.14660813309585013
158,0.13429581071772023
159,0.19838780573774778
160,0.1292433949719357
161,0.2321623916552305
162,0.17970713344892617
163,0.2845861575128632
164,0.16124638735990485
165,0.13995794636702805
166,0.22038194247778908
167,0.351213237938068
168,0.20309253603747524
169,0.17528713671210308
170,0.25075798724092524
171,0.10550261612336376
172,0.3462747563399032
173,0
174,0.26166050842531335
175,0.33157965067342887
176,0.2424985504925077
177,0.11505954749294567
178,0.3920964836843894
179,0.198401923970842
180,0
181,0.16416130726297623
182,0.24139246989767432
183,0.10689080844077642
184,0.18945579012590127
185,0.21378161688155284
186,0.21778021179667517
187,0.34660794271865203
188,0.31959953159771815
189,0.1920699476739002
190,0.29104584926383836
191,0.16411518063634362
192,0.39954743964583334
193,0.15184488675699082
194,0.15184488675699082
195,0.13069882789479645
196,0.15084041812777665
197,0.43911899683778427
198,0.1310897291858205
199,0.294072362763292
200,0.14770366257270923
201,0.13429581071772023
202,0.2884950862540687
203,0.1867517572758393
204,0.20558803731407033
205,0.15891670934930224
206,0.18170853550509772
207,0.17093755500081317
208,0.30090958468911033
209,0.21663203843997358
210,0.1799941436028259
211,0.2840532578732096
212,0.24354647059933526
213,0.15946849564811766
214,0.1434499330552644
215,0.10154626801873762
216,0.17336368292651155
217,0.2800689169174209
218,0.11946619766910306
219,0.12090231958980423
220,0.3111868151795295
221,0.1271448949390607
222,0.16187469509905983
223,0.5158450023241892
224,0.2375601984387713
225,0.1867517572758393
226,0.15774177556308752
227,0.2337755810503312
228,0
229,0.16767241126331936
230,0.12894764192855568
231,0.36105339739995596
232,0.1920699476739002
233,0.20830003696151303
234,0.22853892508033696
235,0.09231478910794329
236,0.1456014119463437
237,0.14337939129699118
238,0.3841398953478004
239,0.23893239533820612
240,0.1888119319001611
241,0.10689080844077642
242,0.19547751079446685
243,0.2953725128528837
244,0.24617277095451542
245,0.29905664009826305
246,0.14378232639821253
247,0.2514450095978431
248,0.20792568101360104
249,0.5642054712920819
250,0.20566332763288628
251,0.1911459162705649
252,0.17638674498087872
253,0.19342146289283352
254,0.19339796280729166
255,0.19696585185253007
256,0.41534950729147585
257,0.4959923926638241
258,0.1471657134829134
259,0.37472632227604646
260,0.21137263745347606
261,0.12308638547725771
262,0.13566722764093594
263,0.19413521592845828
264,0.2051656259243934
265,0.3061943802567512
266,0.18892328933718625
267,0.2901321943392503
268,0.27806912251537685
269,0.17009281981897478
270,0.5099845263877734
271,0.5049835695523727
272,0.11773480349998564
273,0.17660220524997844
274,0
275,0.2484588666583475
276,0.1731373781699516
277,0.13539502402498346
278,0.12785754902751825
279,0.13167419228207106
280,0.17032618001270394
281,0.4863570583498943
282,0.12035113246665198
283,0
284,0.18054575081346622
285,0.2424985504925077
286,0.16717199149395018
287,0.19704683188160443
288,0.15213470009692148
289,0.14314494884949147
290,0.24903299320390979
291,0.11433590254015985
292,0.17250724699206557
293,0.2432223233230567
294,0.13167419228207106
295,0.22914729565970807
296,0.257828281216888
297,0.20566332763288628
298,0.49601519151391543
299,0.12603101261283942
300,0.11097070292954415
301,0.241481080079143
302,0.3841398953478004
303,0.20411921619914727
304,0.2953725128528837
305,0.464324783310461
306,0.1480542560889301
307,0.2840532578732096
308,0.3099588097838903
309,0.1069354046411971
310,0.16241205385853869
311,0.11282918668748622
312,0.24645824306174655
313,0.26859162143544046
314,0.19825103107637662
315,0.21119595765743251
316,0.27569284009058626
317,0.6439495468777148
318,0.12570248004119774
319,0.1592882635588041
320,0.19819733712745927
321,0.13945633501397176
322,0.19813905954875632
323,0.1995717801569888
324,0.24170331186024
325,0.21378161688155284
326,0.1764434176579752
327,0.20426301689758894
328,0.1994271475009487
329,0.16780111855339694
330,0.2520447454847262
331,0.21612003976304905
332,0.17641845331921918
333,0.10558231041723169
334,0.20830003696151303
335,0.26734424270419727
336,0
337,0.26550845707862675
338,0.1592882635588041
339,0.259592393258572
340,0.15231481022098564
341,0.2149951831465398
342,0.22443714202327672
343,0.2191954611714514
344,0.588144725526584
345,0.5088230142501895
346,0.15406278393123232
347,0.18190043057523217
348,0.3164234842416357
349,0.2548402512382787
350,0.25970583576979167
351,0.35329200712967823
352,0.19575184196383155
353,0.18462957821588658
354,0.11128358139039737
355,0.3110603743392351
356,0.25643203547159443
357,0.1911459162705649
358,0.37708881962667057
359,0.2597780587244118
360,0.3249480576599603
361,0.13373759319516015
362,0.17119039777838568
363,0.12308638547725771
364,0.20139984201756225
365,0.34389666821612613
366,0.2384370508891557
367,0.11946619766910306
368,0.12402597620609172
369,0.414915753572706
370,0.20007450352052275
371,0.15043891558331496
372,0
373,0.13539502402498346
374,0.2691583443963811
375,0.3008778311666299
376,0.16463585061281438
377,0.11921852544457785
378,0.37541152693186214
379,0.2118889457990697
380,0.36695456351446326
381,0.1592882635588041
382,0.15045479234455517
383,0.43403996979741977
384,0.2324691073379177
385,0.2615277457551574
386,0.25106663592495115
387,0.19925923486107233
388,0.15210639453273725
389,0.10029261038887664
390,0.13668728198410085
391,0.1238312020903654
392,0.20749308754128193
393,0.12216092393231591
394,0.16247402882998016
395,0.2247405308135303
396,0.18741658251428264
397,0.3462988081723464
398,0.15614461739643823
399,0.15895803392610378
400,0.1920699476739002
401,0.12168511562618979
402,0.14006381795687944
403,0.16247402882998016
404,0.22883666032391572
405,0.7167971860146183
406,0.2901321943392503
407,0.15431260753287712
408,0.19813905954875632
409,0.43333975631089894
410,0.2800689169174209
411,0.18255508857301142
412,0.2424985504925077
413,0.14337939129699118
414,0.3263395922495617
415,0.44035548978894196
416,0.18052669869997798
417,0.4133139591316529
418,0.1090429723691142
419,0.356458990272263
420,0.253865670046844
421,0.2845861575128632
422,0.36105339739995596
423,0.12124927524625385
424,0.3586559903764069
425,0.26177513169991057
426,0.611752069533829
427,0.464324783310461
428,0.8332126277282128
429,0.12124927524625385
430,0.5189512284058094
431,0.23825198595673902
432,0
433,0.14506609716962515
434,0.2597780587244118
435,0.2321623916552305
436,0.17135471499315427
437,0.12894764192855568
438,0.25604800709697767
439,0.12498002217690783
440,0.6534941394739822
441,0.47840548694435303
442,0.3426467288567839
443,0.3532044104999569
444,0.17646694313475839
445,0.28504215584207043
446,0.2801276359137589
447,0.11605287773570012
448,0.22256716278079475
449,0.28866486128766183
450,0.41660007392302606
451,0.5390041320595435
452,0.18537941501025124
453,0.33157965067342887
454,0.19004815875101705
455,0.3061943802567512
456,0.21955949841889214
457,0.09179323662710744
458,0.6441184748268035
459,0.1452288189306196
460,0.6492645894244791
461,0.14133510343408173
462,0.41660007392302606
463,0.4350500019601595
464,0.33848756006245867
465,0.2406607001229747
466,0.23179484223552993
467,0.5415800960999338
468,0.1897241050085755
469,0.2051667647185758
470,0.31674693125169506
471,0.13653279733611778
472,0.6944067338979469
473,0.33478409495317785
474,0.19342146289283352
475,0.28756465279642507
476,0.27145141178150034
477,0.17130428898832542
478,0.3995263004015906
479,0.12124927524625385
480,0.3532044104999569
481,0.11762894510531681
482,0.43911899683778427
483,0.12785021358828103
484,0.1867517572758393
485,0.18255508857301142
486,0.16990101405500388
487,0.2818512946338824
488,0.10270852262082156
489,0.12997922306398413
490,0.115229807680837
491,0.39627811909751265
492,0.3008778311666299
493,0.5681065157464192
494,0.44434979875603603
495,0.21423266147566689
496,0.3952045326931612
497,0.10218492379244036
498,0.2051667647185758
499,0.2383750640239534
500,0.2707900480499669
501,0.1279323061653387
502,0.21100523224672751
503,0.49234554190903085
504,0.21663203843997358
505,0.20895871843546454
506,0.15184488675699082
507,0.1168877905251656
508,0.33986226085212723
509,0.43511945633274896
510,0.11441833016195786
511,0.09906952977437816
512,0.3249480576599603
513,1.0388222149106094
514,0.366513064837534
515,0.5301360436743322
516,0.11804810716808713
517,0.17132336442839194
518,0.6391377852141298
519,0.24512879829617823
520,0.14952832004913152
521,0.1490115451138149
522,0.2075662609874216
523,0.128339595007097
524,0.10831601921998679
525,0.15445768928618983
526,0.28807897292287954
527,0.13317543346719687
528,0.1897440299854448
529,0.16678356425582952
530,0.12997922306398413
531,0.11301676339295559
532,0.2753797098813223
533,0.31507753153209855
534,0.4039868556418981
535,0.9802412092109734
536,0.4751203968775426
537,0.2804412517928863
538,0.13203282076269693
539,0
540,0.1420181438403222
541,0.13427605688428113
542,0.1637784549899587
543,0.24617277095451542
544,0.6328469684832714
545,0.10550261612336376
546,0.16486364447751248
547,0.22055427207246903
548,0.3317604087023071
549,0.1728447115212555
550,0.3366557130349151
551,0.28412624537232506
552,0.7385183128635463
553,0.08130578011470742
554,0.20566332763288628
555,0.30252393934713306
556,0.2113884709754118
557,0.2980230902276298
558,0.18179408503885416
559,0.436965763952735
560,0.19323980324303244
561,0.17970713344892617
562,0.44178003639527685
563,0.78498152527594
564,0.28658055684677175
565,0.31507753153209855
566,0.41113950479141875
567,0.25805735892936593
568,0.1782243469337969
569,0.2450141283167474
570,0.414915753572706
571,0.47188271476743154
572,0.1576033481150105
573,0.5241097704192909
574,0.39627811909751265
575,0.2141963812825585
576,0.29540732514541845
577,0.13593231889085441
578,0.14329027842338588
579,0.5194116715395833
580,0.12513717564395405
581,0.345689423042511
582,1.1480719335912533
583,0.2593078068454378
584,0.23546960699997127
585,0.14543526803108334
586,0.15167406682656917
587,0.5614206704614436
588,0.16046294161454938
589,0.43911899683778427
590,0.25249178477618633
591,0.23893239533820612
592,0.16678356425582952
593,0.5415800960999338
594,0.27355416789919124
595,0.1710252935052423
596,0.19813905954875632
597,0
598,0.3862209100513075
599,0.1867517572758393
600,0.44340020741183944
601,0.14006381795687944
602,0.16578982533671444
603,0
604,0.2801276359137589
605,0.5194116715395833
606,1.5249025987715057
607,0.15276813868811273
608,0.48092507800472745
609,0.3508255312563988
610,0.39249076263797
611,0
612,0.2383449621560373
613,0.34547321571200457
614,0.38684292578566704
615,0.32497304723749887
616,0.2390024583555666
617,0.30655477137732107
618,0.20930035669412825
619,0.4225756852296023
620,0.31674693125169506
621,0.1893343013122615
622,0.19459188899914562
623,0.20286039417243393
624,0.464324783310461
625,0.1680413501504526
626,0.8551264675262114
627,0.24617277095451542
628,0.3532044104999569
629,0.2164215298081597
630,0.3670512417202974
631,0.3904800443832951
632,0.15622502772113478
633,0.21663203843997358
634,0.25789528385711136
635,0.130787111538744
636,0.3734955437657185
637,0.15564288863229844
638,0.11128358139039737
639,0.197836373373015
640,0.31245005544226956
641,0.20309253603747524
642,1.1650726897137924
643,0.11881966342408769
644,0.17528713671210308
645,0.1463729989459281
646,0.23893239533820612
647,0.6240037291953302
648,0.36846071594584934
649,0.14723197505380056
650,0.19413521592845828
651,0.12168511562618979
652,0.29302092364331056
653,0.19339796280729166
654,0.22443714202327672
655,0.5474009328923354
656,0.2005852207777533
657,0.7470858654350325
658,0.36105339739995596
659,0.17469645312670812
660,0
661,0.3952045326931612
662,0.8396783265093521
663,0.3009899267577797
664,0.11128358139039737
665,0.31507753153209855
666,0.17498882280984496
667,0.4131683750883049
668,0
669,0.45241901963583386
670,0
671,0.30655477137732107
672,0.12594885955812415
673,0.37541152693186214
674,0.13945633501397176
675,0.10831601921998679
676,0
677,0
678,0.4152730610120779
679,0.13999568218394956
680,0
681,0.2206558247491276
682,0.19575184196383155
683,0.5778789430883718
684,0.3287931917571771
685,0.12785754902751825
686,0.2952325730130636
687,0.5290175858052002
688,0.24506030230274334
689,0.8956629168514205
690,0.2804412517928863
691,0.11605287773570012
692,0.12119605669256944
693,0.16250682687658352
694,0.14950628072645683
695,0.09846910838180617
696,0.1481114440096884
697,0.16625285236203524
698,0
699,0.5778789430883718
700,0.2763768858248735
701,0.19289287459876467
702,0.2063953758206782
703,0.1906414321134501
704,0.21226417044301782
705,0.23011909498589134
706,0.21493541763507878
707,0.49469389630216304
708,0
709,0.11282918668748622
710,0.26635086693439375
711,0.2659791606668822
712,0.24904921057169999
713,0
714,0.12159365764189183
715,0.12326696485714721
716,0.253865670046844
717,0
718,0.14967883511774158
719,0.175337514649544
720,0.26550845707862675
721,0.5471083357983825
722,0.20752385150973127
723,0.15115235632063057
724,0.25433571626482926
725,0.17496854239495346
726,0.13269641243711983
727,0.37100833681398804
728,0.16496801753326581
729,0.15373660844296705
730,0.13837750732494775
731,0.7062964859968989
732,0
733,0.2488856729710594
734,0.11097070292954415
735,0.5743515530101371
736,0.3536286388076767
737,0.1105265502244763
738,0.5959376600598835
739,0.14003445845871046
740,0.157373013809645
741,0
742,0.1563601331974835
743,0.2920891123788923
744,0
745,0
746,0
747,0
748,0.12537523106127874
749,0.1168877905251656
750,0.1575537220005177
751,0.2202728971222182
752,0.21100523224672751
753,0.1090429723691142
754,0.19389386555821453
755,0.09363552084701464
756,0.16272825536255361
757,0.4642115109428005
758,0.16411518063634362
759,0.31981102159554065
760,0.18727104169402928
761,0.08735162840321516
762,0.1007686412518471
763,0
764,0.10283166381644314
765,0
766,0
767,0
768,0
769,0.47548257258387155
770,0.5599927641848836
771,0.6787791081028893
772,0.457136950355007
773,0.13275422853931337
774,0.7945835467465112
775,0.21050643347322362
776,0.20555105457006798
777,0.5297223644976742
778,0.23920274347217652
779,0.15749514245694327
780,0
781,0.6835061980893153
782,0
783,0.16924378003122934
784,0.14770366257270923
785,0.14506609716962515
786,0.12124927524625385
787,0.17660220524997844
788,0.24851185585630312
789,0.24946964773103938
790,0.23546960699997127
791,0.5015159744818505
792,0.28399068095288943
793,0.7250108326257685
794,0.27569284009058626
795,0.19355927733502734
796,0.15629017341031498
797,0.5448572891976077
798,0
799,0.4889744903055454
800,0
801,0.3060097471414681
802,0.1911459162705649
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0.15634554287696556
822,0.13366925580149636
823,0.25092112002521405
824,0.14115473412638016
825,0.14827177954451698
826,0.73518090690823
827,1.47036181381646
828,0.1911459162705649
829,0.5015159744818505
830,0.25092112002521405
831,0.11546242560513065
832,0.16716201915966675
833,0.5297223644976742
834,0.1891163006565425
835,0.16563037542144576
836,0.4879614886850438
837,0.9557295813528245
838,0.36615748615253835
839,0.22026661276363632
840,0.11605287773570012
841,0
842,0.26527488685686496
843,0.1168877905251656
844,0.11605287773570012
845,1.1388750623367587
846,0.4172935215944853
847,0.1643789199839475
848,0.17774967118399057
849,0.2732901194453855
850,0.35841327140378426
851,0.22565837337497244
852,0.6921871038259059
853,0
854,0.2901321943392503
855,0.3258821600845725
856,0
857,0.18421419210648626
858,0.1463729989459281
859,0.21053050526455572
860,0.18402489518063325
861,0.13984160387604166
862,0.1748020048450521
863,0.13566722764093594
864,0.12802400354848884
865,0.15946849564811766
866,0.14314494884949147
867,0.14543526803108334
868,0.1490115451138149
869,0.16526735003532195
870,0.1593181819612021
871,0.21245411276363635
872,0.295588330801581
873,0.295588330801581
874,0.14660813309585013
875,0.1420266289366048
876,0.1733780631590459
877,0.1420266289366048
878,0.13566722764093594
879,0
880,0.13877411071668255
881,0.1289319752048611
882,0.18179408503885416
883,0.18179408503885416
884,0.1478000691372798
885,0.12594885955812415
886,0.1420266289366048
887,0.13772279169610163
888,0.10977974920944607
889,0.1748020048450521
890,0.14045155515000712
891,0.1524902598771506
892,0.16087972127332226
893,0.14660813309585013
894,0.16087972127332226
895,0.16087972127332226
896,0.1567190388265984
897,0.27243506714347177
898,0.18421419210648626
899,0.12308638547725771
900,0.1271287307964015
901,0.14593588573936556
902,0.2359757601113188
903,0.12119605669256944
904,0.1271287307964015
905,0.194712618698753
906,0.14682049668811897
907,0.15422321080684764
908,0.29935767023548315
909,0
910,0.1906414321134501
911,0.19296702138868724
912,0.3185765271176082
913,0.2005822446682104
914,0.14252107792103522
915,0.3312607508428915
916,0.16212715395677013
917,0.17822567440199516
918,0.2181783258560305
919,0.253865670046844
920,0.23210575547140025
921,0.1911459162705649
922,0.19699614651723177
923,0.41660007392302606
924,0.6769751201249173
925,0.4303497991657932
926,0.2424985504925077
927,0.13466228521396606
928,0.28152126364717445
929,0.40618507207495047
930,0.23210575547140025
931,0.14723197505380056
932,0.15821174212081784
933,0.11699389645347406
934,0.20426301689758894
935,0.17528713671210308
936,0.2576530709907099
937,0.18892328933718625
938,0.17947423984406802
939,0.18170853550509772
940,0.1504308367706137
941,0.16337353486849554
942,0.1897241050085755
943,0.4901206046054867
944,0.7587147177665146
945,0.241481080079143
946,0.2706511287512875
947,0.12338700535522741
948,0.2884950862540687
949,0.16040310696179563
950,0.5406067706353627
951,0.13742153722328435
952,0.11995138618310373
953,0.14506609716962515
954,0.08164524061808048
955,0.27806912251537685
956,0.1728447115212555
957,0.09130627903489985
958,0.17077660153488
959,0.292219876019115
960,0.0961384785976214
961,0.08740100242252605
962,0.32463229471223953
963,0.44340020741183944
964,0.47786479067641224
965,0.19296702138868724
966,0.3445092799405995
967,0.12124927524625385
968,0.1310274426048227
969,0.12946857072230988
970,0.41987383910108417
971,0.09501405194735682
972,0.08332001478460521
973,0.11844723678208863
974,0.12693771054530592
975,0.24851185585630312
976,0.42886663409525666
977,0
978,0.389425237397506
979,0.1764434176579752
980,0.1608653750791883
981,0.1608653750791883
982,0.6439802164549147
983,0.20391735651127635
984,0.24983340291430978
985,0.14506609716962515
986,0.4275632337631057
987,0.4328430596163194
988,0.1271448949390607
989,0.12513717564395405
990,0.10629121545661158
991,0.08782379936755685
992,0.17854288882415406
993,0.1461099380095575
994,0.12537523106127874
995,0.13468963179998106
996,0.10218492379244036
997,0.2118889457990697
998,0.06884492747033058
999,0.14905874204585337
1000,0.09669898140364583
1001,0.16767241126331936
1002,0.08229848469064964
1003,0.14003445845871046
1004,0.206208562764212
1005,0.13366925580149636
1006,0.1647037541720246
1007,0.17135471499315427
1008,0.19339796280729166
1009,0.1056942354877059
1010,0.21752500098007976
1011,0.19953449395496625
1012,0.15184488675699082
1013,0.24566768248493806
1014,0.22843644399681476
1015,0.08735162840321516
1016,0.16411518063634362
1017,0.11351193524950161
1018,0.5802643886785006
1019,0.25815993605351123
1020,0.3168581095018962
1021,0.21258243091322315
1022,0.19598874840610475
1023,0.33746869310928257
1024,0.09968554669942102
1025,0.22550138926291774
1026,0.36105339739995596
1027,0.1837952267270575
1028,1.7790530319000901
1029,1.214622753090602
1030,0.2100516876880657
1031,0.1567190388265984
1032,0.09846910838180617
1033,0.13396030719718882
1034,0.15477492777015367
1035,0.11361820197900711
1036,0.5691723150257264
1037,0.22443714202327672
1038,0.14378232639821253
1039,0.1835256208601487
1040,0.1289612505810473
1041,0.115229807680837
1042,0.14506609716962515
1043,0.1420266289366048
1044,0.16990101405500388
1045,0.09857174170836604
1046,0.17875816912224377
1047,0.1576033481150105
1048,0
1049,0.09040670978332449
1050,0.18462957821588658
1051,0.18194223301177254
1052,0.1172375005282248
1053,0.2579225011620946
1054,0.23188068040731863
1055,0.09826707299397522
1056,0.24617277095451542
1057,0.15422321080684764
1058,0.10629121545661158
1059,0.22289598865860025
1060,0.08976465681214374
1061,0.12283384124246903
1062,0.26734424270419727
1063,0.2242804357931257
1064,0.21100523224672751
1065,0.2072849214045171
1066,0
1067,0
1068,0.14914435949280083
1069,0
1070,0.10154626801873762
1071,0.14770366257270923
1072,0.28504215584207043
1073,0.4535772360413917
1074,0.14252107792103522
1075,0.12402597620609172
1076,0.20665697956582646
1077,0.1090429723691142
1078,0.27391883710469955
1079,0.21323012771644959
1080,0.23256103807214965
1081,0.10482195408385818
1082,0.11859418162772274
1083,0.1191875320119767
1084,0.126932835023422
1085,0.17875816912224377
1086,0.2323109124812009
1087,0.19296702138868724
1088,0.24866912749479303
1089,0.1567190388265984
1090,0.1191875320119767
1091,0.1238312020903654
1092,0.24078686760113133
1093,0.19296702138868724
1094,0.32463229471223953
1095,0.2238117327562789
1096,0.12282023864861646
1097,0.14964832564612132
1098,0.1897241050085755
1099,0.1298890293622059
1100,0.3778465786743725
1101,0.27544558339220326
1102,0.33289576745270677
1103,0.10631233043207845
1104,0.20380676730852715
1105,0.15167406682656917
1106,0.2753797098813223
1107,0.13511795178988026
1108,0
1109,0.12980841246583535
1110,0.14128176419998276
1111,0.14921136430864976
1112,0.174786305581094
1113,0
1114,0.21861280151518855
1115,0.15564288863229844
1116,0.2583521771975697
1117,0.09590102458708354
1118,0.10619217570586939
1119,0.49342393069363627
1120,0.047927442132737516
1121,0.3823450434586431
1122,0.20426301689758894
1123,0.10619217570586939
1124,0.16924378003122934
1125,0.1747032568064303
1126,0.09040670978332449
1127,0.16578982533671444
1128,0
1129,0.2620548852096454
1130,0.11878009921938565
1131,0.3127128340360983
1132,0.17875816912224377
1133,0.24382550107047152
1134,0.11999731152365012
1135,0.17700563805241784
1136,0.2164215298081597
1137,0
1138,0.2823471090156134
1139,0.19247053291560912
1140,0.11841840111273504
1141,0.14462575217866822
1142,0.24617277095451542
1143,0.1668414735092261
1144,0.16459912039872068
1145,0.2173472962299791
1146,0.218382677131579
1147,0.21387539416335782
1148,0.3029348820996184
1149,0.10550261612336376
1150,0.09557295813528245
1151,0.12400379787847886
1152,0.10028722451374246
1153,0.11995138618310373
1154,0.22853892508033696
1155,0.14378232639821253
1156,0.14598109354293104
1157,0.13344284010979587
1158,0.10154626801873762
1159,0.2634696884621075
1160,0.13719428145263504
1161,0.1128402669935874
1162,0.2667341260836353
1163,0.20830003696151303
1164,0.2912028238926874
1165,0.128339595007097
1166,0.09335630563914031
1167,0.17556558970942807
1168,0
1169,0.12894764192855568
1170,0.2785269065656803
1171,0.17660220524997844
1172,0.1747032568064303
1173,0.1349453094559917
1174,0.14006381795687944
1175,0.1395778094349492
1176,0.3101407328608022
1177,0.22256716278079475
1178,0.1463729989459281
1179,0.0907676138714973
1180,0.14506609716962515
1181,0.20309253603747524
1182,0.42223026649751016
1183,0.13167419228207106
1184,0.1867517572758393
1185,0.11648112955707497
1186,0.12693771054530592
1187,0.12484736112935285
1188,0.2130557637536934
1189,0.1056942354877059
1190,0.11995138618310373
1191,0.2550814291652651
1192,0.10482195408385818
1193,0.22711315300852214
1194,0.13673629957255135
1195,0.3185765271176082
1196,0.40618507207495047
1197,0.20830003696151303
1198,0.3060097471414681
1199,0.1608653750791883
1200,0.13478155052361787
1201,0.19251028752002688
1202,0.09557295813528245
1203,0.17506028903305457
1204,0.19825103107637662
1205,0.10091554585713053
1206,0
1207,0.12973780710145236
1208,0.28508482394650575
1209,0.18336543386457954
1210,0.11773480349998564
1211,0.14329027842338588
1212,0.24800759575695772
1213,0.2785757713252237
1214,0.15891670934930224
1215,0.23537391135382915
1216,0.2344750010564496
1217,0.15184488675699082
1218,0.13539502402498346
1219,0.16749899879379399
1220,0.14952832004913152
1221,0.12216092393231591
1222,0.29796883002994173
1223,0.1823694452661275
1224,0.14898070505408714
1225,0.1799270792746556
1226,0.490608768938651
1227,0.14800453295173283
1228,0.115229807680837
1229,0.1422930787564316
1230,0.2560932635652003
1231,0.2238117327562789
1232,0.2119412643374546
1233,0.09967731830060134
1234,0.14921136430864976
1235,0.2620548852096454
1236,0.11995138618310373
1237,0.34433284488388843
1238,0.29471082303300467
1239,0.16476691438906527
1240,0
1241,0.15473717031426684
1242,0.12629142464845214
1243,0.14543526803108334
1244,0.2889394715441859
1245,0.11282918668748622
1246,0.14506609716962515
1247,0.12498002217690783
1248,0.23011909498589134
1249,0.12366944560466268
1250,0.12035113246665198
1251,0.36798842178995356
1252,0.14009589378637305
1253,0.2901321943392503
1254,0.13782118382707342
1255,0.17854288882415406
1256,0.10891568991233036
1257,0.15210639453273725
1258,0.1710252935052423
1259,0.196245381318985
1260,0.17854288882415406
1261,0.15837346562584753
1262,0.23546960699997127
1263,0.15891670934930224
1264,0.12997922306398413
1265,0.13784642004529313
1266,0.29739965258155915
1267,0.15194320524877727
1268,0.24170331186024
1269,0.11167304915061721
1270,0.21902901811910142
1271,0.28504215584207043
1272,0.22170010370591972
1273,0.10508328614962667
1274,0.22568218851683275
1275,0.14378232639821253
1276,0.2883236110055268
1277,0.3178334186986045
1278,0.34515662205476366
1279,0.13539502402498346
1280,0.11122764900615073
1281,0.16231614735611977
1282,0.1490115451138149
1283,0.1289612505810473
1284,0.24617277095451542
1285,0.38918377799829124
1286,0.14006381795687944
1287,0.11167304915061721
1288,0.11995138618310373
1289,0.10154626801873762
1290,0.3058760347669145
1291,0.13466228521396606
1292,0.19547751079446685
1293,0.0961384785976214
1294,0.13886669130767537
1295,0.09286495666209221
1296,0.2424985504925077
